Name,Phone_Number,Email,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,Attendance_Drop,Months_Served,Age_at_Joining
Farhan Sane,No Number Provided,farhan.sane@hotmail.com,0,0,0,0,0,1,0,31,279.0033804874264,1.0,9,1.897191253106352,1.885118702648645,0,0.012072550457707054,0.0,30.2
Zaitra Sabharwal,02910007698,zaitra.sabharwal@hotmail.com,1,1,1,0,1,1,0,32,180.7635899102696,1.0,1,1.6116635562137778,1.7633033974310193,0,-0.1516398412172415,0.0,31.9
Raksha Bhandari,1897473851,raksha.bhandari@yahoo.com,0,0,0,0,1,1,0,29,154.97800029707574,1.0,0,1.495421395539349,0.7192976863414229,1,0.7761237091979261,0.0,29.0
Gautami Mall,05323694160,gautami.mall@hotmail.com,1,1,1,0,1,12,1,35,147.8265127392659,12.0,1,2.1773326132885047,2.26167405321954,0,-0.08434143993103538,0.0,34.9
Nikita Brar,No Number Provided,nikita.brar@gmail.com,0,0,0,0,0,1,0,31,136.9172943213195,1.0,2,0.6010591159822113,0.0,1,0.6010591159822113,0.0,30.8
Laban Raj,No Number Provided,laban.raj@hotmail.com,0,1,0,0,0,1,0,30,107.73050682718424,1.0,0,1.1885843149475952,1.481934797967725,1,-0.2933504830201299,0.0,30.0
Ishwar Mander,8473451687,ishwar.mander@yahoo.com,1,1,0,0,1,1,0,26,195.0872189157629,1.0,14,1.6727461107351336,1.5195068511943142,0,0.1532392595408194,0.0,24.8
Aradhana Kibe,+914471745029,aradhana.kibe@gmail.com,1,0,0,0,1,1,1,28,161.8120374777373,1.0,6,3.0435520315227915,2.9495967922077115,0,0.09395523931507999,0.0,27.5
Neel Ratta,06184229049,neel.ratta@gmail.com,1,1,0,0,1,12,0,25,223.25045973551929,12.0,1,0.0,0.0,0,0.0,0.0,24.9
Aahana Raghavan,+915192001177,aahana.raghavan@hotmail.com,1,1,0,0,1,6,1,34,110.95673103075208,6.0,1,0.7300136961459263,0.8289573195366374,0,-0.09894362339071117,0.0,33.9
Jeremiah Pau,9560317566,jeremiah.pau@yahoo.com,1,1,0,0,1,12,1,30,283.54120445319506,12.0,2,2.0463443006420725,2.236970696331936,0,-0.1906263956898635,0.0,29.8
Eshana Bahri,1481198735,eshana.bahri@yahoo.com,1,1,0,1,1,12,1,30,140.98675852112308,10.0,4,2.3182739146352938,2.349477203259809,0,-0.031203288624515046,2.0,29.7
Yashasvi Kibe,5988002282,yashasvi.kibe@gmail.com,0,1,1,0,1,6,1,29,13.295275364007326,6.0,3,1.2163849186904334,1.178247785222527,0,0.03813713346790637,0.0,28.8
Onveer Dhaliwal,2500575183,onveer.dhaliwal@hotmail.com,1,1,0,0,1,6,1,31,219.6158757471227,6.0,1,1.7385623353727342,1.8261102997740275,0,-0.08754796440129331,0.0,30.9
Lucky Raja,7395928669,lucky.raja@hotmail.com,0,1,1,0,1,1,0,30,93.944968168867,1.0,9,2.7108367747786737,2.639960429519148,0,0.07087634525952557,0.0,29.2
Aryan Shenoy,03496894836,aryan.shenoy@hotmail.com,1,1,1,0,1,1,0,28,247.59890768086257,1.0,2,3.3458116241966183,3.362321061372063,0,-0.01650943717544484,0.0,27.8
Xavier Kari,7762309674,xavier.kari@yahoo.com,0,0,1,1,1,12,0,30,47.302766561177634,12.0,5,2.1714442367769564,2.1848575910974817,0,-0.013413354320525261,0.0,29.6
Ria Kale,06817531263,ria.kale@gmail.com,0,1,0,0,1,12,1,31,221.10035970319973,12.0,3,2.4099161919966794,2.432461735431392,0,-0.022545543434712823,0.0,30.8
Nidhi Mand,+917195080997,nidhi.mand@yahoo.com,1,1,1,1,1,6,0,30,10.081277088784615,5.0,6,0.2590650819254869,0.3587787411917959,0,-0.09971365926630904,1.0,29.5
Ishani Ganesh,05858010918,ishani.ganesh@yahoo.com,1,1,0,0,1,1,1,33,208.07167249654805,1.0,8,1.9744165809482888,1.5187662566696254,1,0.45565032427866337,0.0,32.3
Siya Atwal,00319590955,siya.atwal@gmail.com,1,1,0,0,1,1,1,24,98.72957048763855,1.0,1,2.4797322478146144,2.9768044044857342,1,-0.4970721566711198,0.0,23.9
Anika Vora,+915093047668,anika.vora@gmail.com,1,1,1,1,1,12,1,33,29.40562926412387,12.0,1,1.3821282076638737,1.4832429990502107,0,-0.10111479138633706,0.0,32.9
Charles Dhar,00462182805,charles.dhar@hotmail.com,0,1,1,1,1,12,1,28,457.406478555648,9.0,1,1.7180641106434795,1.6558715117824805,0,0.06219259886099904,3.0,27.9
Wyatt Taneja,8691845113,wyatt.taneja@gmail.com,1,1,1,1,1,12,1,25,200.49951991782183,12.0,1,1.8476955514371431,1.894034248589073,0,-0.04633869715192995,0.0,24.9
Kalpit Sawhney,1767767313,kalpit.sawhney@hotmail.com,1,1,0,0,1,1,1,27,352.19522756676366,1.0,2,2.3111371904068765,2.3407715954931616,0,-0.02963440508628512,0.0,26.8
Shravya Krishna,5719532182,shravya.krishna@gmail.com,1,1,0,1,1,1,1,30,163.53735157941753,1.0,8,1.8603767237435127,2.029575198612966,0,-0.16919847486945327,0.0,29.3
Falguni Pall,09869185905,falguni.pall@yahoo.com,1,1,1,1,1,6,0,28,13.586563808387242,6.0,1,3.3160655047192265,3.273927523301212,0,0.04213798141801428,0.0,27.9
Veda Singhal,05096770775,veda.singhal@yahoo.com,0,1,0,0,1,1,0,28,108.92574783433624,1.0,0,1.7572857851197137,2.0945651136254715,1,-0.3372793285057578,0.0,28.0
Tanvi Sharaf,+911632713544,tanvi.sharaf@yahoo.com,1,1,1,1,1,1,1,35,100.99788478733744,1.0,8,1.6458528375937038,1.6517310058501142,0,-0.00587816825641041,0.0,34.3
Prisha Vasa,6586194010,prisha.vasa@yahoo.com,1,1,0,0,1,1,0,28,36.90839248124439,1.0,5,2.8009909235631416,2.8098102438312327,0,-0.008819320268091069,0.0,27.6
Jack Sani,+912087018139,jack.sani@gmail.com,0,1,0,0,1,1,0,27,26.73796033491593,1.0,3,0.2504800137096269,0.3782040538671221,0,-0.12772404015749517,0.0,26.8
Osha Dhaliwal,+916010955905,osha.dhaliwal@gmail.com,0,1,1,1,1,1,0,25,95.14059114233936,1.0,2,1.7446593773802952,0.3019185701453431,1,1.4427408072349521,0.0,24.8
Lekha Srinivas,+914008697466,lekha.srinivas@gmail.com,1,1,0,0,1,1,0,27,37.6183704343856,1.0,6,3.096741003968395,3.017834620892338,0,0.07890638307605702,0.0,26.5
Gaurika Hora,07937639038,gaurika.hora@hotmail.com,0,1,1,1,1,12,0,32,181.4188513740968,12.0,3,1.9949325002474445,1.9186477064120435,0,0.07628479383540099,0.0,31.8
Vritti Gala,1742594994,vritti.gala@yahoo.com,0,1,0,0,1,1,0,27,277.7491168212823,1.0,1,2.5242751938754417,2.3912438265662392,0,0.1330313673092025,0.0,26.9
Sudiksha Sachar,05272465847,sudiksha.sachar@yahoo.com,0,0,0,0,1,1,1,28,20.4566155661218,1.0,4,3.5186264208190323,3.415389530046244,0,0.1032368907727883,0.0,27.7
Bhavika Murthy,01298822347,bhavika.murthy@hotmail.com,1,1,1,1,1,12,1,20,100.19800725914509,5.0,5,2.2130915081089446,2.345300895690297,0,-0.13220938758135237,7.0,19.6
Rushil Kibe,03456899756,rushil.kibe@gmail.com,1,1,0,0,1,1,1,37,76.26397153099406,1.0,2,2.4693133944853645,2.4026405378082987,0,0.0666728566770658,0.0,36.8
Oscar Bhat,05382618375,oscar.bhat@yahoo.com,1,1,1,1,1,12,1,32,4.920061554950221,12.0,0,3.7342996194697538,3.6846518578583054,0,0.04964776161144835,0.0,32.0
Gautam Contractor,+916310883897,gautam.contractor@hotmail.com,0,1,0,0,1,1,1,36,183.6455996247281,1.0,6,2.65705045877232,2.6482531985571023,0,0.008797260215217761,0.0,35.5
Krishna Chaudhary,+912167164242,krishna.chaudhary@yahoo.com,0,0,0,0,1,12,1,24,274.5614991855627,7.0,15,1.2096509635358197,1.2405015030551765,0,-0.03085053951935679,5.0,22.8
Janani Mand,8570337845,janani.mand@yahoo.com,0,1,1,1,1,12,0,28,84.89121627537787,11.0,1,2.8167485742019456,2.7679725707966427,0,0.04877600340530286,1.0,27.9
Yauvani Bhardwaj,+919220574573,yauvani.bhardwaj@yahoo.com,1,0,1,0,1,6,1,27,7.200534907109827,6.0,5,2.725371718849836,2.702925839263206,0,0.022445879586630024,0.0,26.6
Anjali Parikh,+918822672071,anjali.parikh@yahoo.com,1,0,1,1,1,1,0,28,196.66093826256167,1.0,4,2.593065076364162,2.442352215996268,0,0.15071286036789378,0.0,27.7
Laksh Pandya,+913605548660,laksh.pandya@yahoo.com,0,1,0,0,1,6,0,34,125.65763947651428,6.0,2,1.221617219100654,1.2695210861205497,0,-0.047903867019895685,0.0,33.8
Inaya Pradhan,09622811372,inaya.pradhan@gmail.com,1,1,0,0,1,1,0,29,50.50142704436972,1.0,1,1.4840683950188247,1.173777902212741,1,0.3102904928060837,0.0,28.9
Tristan Ray,01874398963,tristan.ray@hotmail.com,0,1,0,0,1,12,0,33,267.47205747666857,4.0,1,0.7632647031326634,0.8246032352617872,0,-0.06133853212912388,8.0,32.9
Imaran Sastry,No Number Provided,imaran.sastry@yahoo.com,0,1,0,0,0,1,0,30,152.3407765457481,1.0,2,1.9515519349698711,1.0589058788860948,1,0.8926460560837763,0.0,29.8
Lavanya Char,+916214177879,lavanya.char@gmail.com,0,1,1,1,1,12,1,30,191.3838798415796,12.0,11,1.867538385633848,1.7953775609599485,0,0.07216082467389962,0.0,29.1
Sudiksha Krishna,+910824035765,sudiksha.krishna@gmail.com,1,1,0,0,1,1,0,30,358.88764731678435,1.0,1,4.152055498946529,4.037862769457233,0,0.1141927294892966,0.0,29.9
Lakshit Virk,+910164907285,lakshit.virk@yahoo.com,0,1,0,0,1,1,0,28,72.10447535962639,1.0,5,0.8439153115212648,0.928676927148038,0,-0.0847616156267732,0.0,27.6
Nihal Prabhu,4260600233,nihal.prabhu@yahoo.com,0,0,0,0,1,1,0,25,30.71265251383784,1.0,1,1.840853506515561,0.8066342804447373,1,1.0342192260708236,0.0,24.9
Guneet Anne,08056237182,guneet.anne@hotmail.com,1,1,0,1,1,1,1,25,267.6454794880021,1.0,4,3.0473617839279465,3.233859098386608,0,-0.18649731445866147,0.0,24.7
Parth Choudhary,07945931042,parth.choudhary@yahoo.com,0,1,0,0,1,12,0,27,79.84522427742365,12.0,0,1.0079479250833887,1.0337781056411504,1,-0.02583018055776165,0.0,27.0
Bimala Bera,04094907585,bimala.bera@hotmail.com,1,1,1,1,1,12,1,30,97.37332370027252,12.0,1,3.0339467878058595,3.043235858572748,0,-0.009289070766888674,0.0,29.9
Bina Mukherjee,06653993883,bina.mukherjee@hotmail.com,1,1,0,1,1,1,0,32,161.67687955234467,1.0,5,1.9172877959337653,1.9792576554762893,0,-0.061969859542523986,0.0,31.6
Vritti Dugal,+912795196393,vritti.dugal@hotmail.com,0,0,0,0,1,1,1,24,131.6940837184188,1.0,1,1.587589070297192,1.6575126924409174,0,-0.06992362214372538,0.0,23.9
Abeer Loyal,7121315328,abeer.loyal@gmail.com,0,1,1,1,1,6,0,27,25.684052170776468,6.0,1,1.0198362597209978,1.4757559041674946,1,-0.4559196444464968,0.0,26.9
Nikita Sane,07634852669,nikita.sane@yahoo.com,1,1,0,0,1,1,0,30,122.87642857489251,1.0,2,2.3120624317954976,1.7740618257333058,1,0.5380006060621918,0.0,29.8
Tanay Chanda,+914696963325,tanay.chanda@gmail.com,0,0,1,0,1,1,0,32,63.67269984123503,1.0,8,1.5756330384317965,1.616485258577054,0,-0.04085222014525747,0.0,31.3
Anay Goel,9118234692,anay.goel@yahoo.com,1,0,1,0,1,1,0,27,266.30378058803416,1.0,1,1.5971578340056745,0.0802991222686166,1,1.5168587117370578,0.0,26.9
Balendra Murty,04630706439,balendra.murty@hotmail.com,1,1,0,0,1,1,0,25,164.30956056437643,1.0,0,2.2455423761069886,2.123614751997357,1,0.12192762410963143,0.0,25.0
Yamini Pillay,07693049305,yamini.pillay@yahoo.com,0,1,1,1,1,6,1,28,51.973905496784354,6.0,3,3.1424316631318177,2.9983363838420862,0,0.14409527928973143,0.0,27.8
Bishakha Khare,03797925878,bishakha.khare@yahoo.com,1,0,1,0,1,1,0,25,19.493533340428048,1.0,0,0.3239577244199934,0.0,1,0.3239577244199934,0.0,25.0
Harinakshi Kaul,2981385336,harinakshi.kaul@hotmail.com,1,1,1,0,1,12,0,26,174.9963029192636,12.0,3,2.1626451124575703,2.3031390284746625,0,-0.14049391601709216,0.0,25.8
Dominic Karpe,+915127819063,dominic.karpe@hotmail.com,0,1,1,1,1,1,0,31,44.852110464178175,1.0,3,1.7334016305719226,1.4827570164640929,0,0.2506446141078298,0.0,30.8
Hemangini Shan,00870176607,hemangini.shan@gmail.com,1,1,0,0,1,12,1,33,275.02508398561,11.0,4,0.4029455891792824,0.5084313113858941,0,-0.10548572220661173,1.0,32.7
Varsha Ramaswamy,03445495684,varsha.ramaswamy@yahoo.com,1,0,1,0,1,1,0,28,34.1996574013703,1.0,7,3.584781966927023,3.5667481549595617,0,0.018033811967461233,0.0,27.4
Arin Kannan,0005885005,arin.kannan@yahoo.com,1,1,0,0,1,6,0,26,396.0704467867084,6.0,1,2.326106555161265,2.3854122018549595,0,-0.059305646693694314,0.0,25.9
Tanveer Bhatnagar,06359404827,tanveer.bhatnagar@gmail.com,1,1,1,1,1,1,1,29,176.0513660927139,1.0,6,1.3962355642710156,1.3536717016523732,0,0.04256386261864242,0.0,28.5
Aashi Mittal,9576561126,aashi.mittal@yahoo.com,0,0,1,0,1,1,0,30,26.989301288349463,1.0,2,2.8606957304628584,2.8331988793236897,0,0.027496851139168665,0.0,29.8
Aahana Kadakia,+918182107001,aahana.kadakia@gmail.com,1,1,0,0,1,12,1,34,112.88942529434284,12.0,1,1.1373377570431231,1.1151631406368696,0,0.02217461640625351,0.0,33.9
Omaja Madan,4664397615,omaja.madan@yahoo.com,0,0,1,0,1,1,1,27,121.74319804803676,1.0,1,2.1066874398252,2.1171925121596824,1,-0.010505072334482612,0.0,26.9
Balveer Bal,2040527823,balveer.bal@yahoo.com,0,1,1,0,1,6,1,23,141.58747056342338,6.0,2,0.0,0.0,0,0.0,0.0,22.8
Andrew Warrior,04983166757,andrew.warrior@hotmail.com,1,1,1,0,1,1,0,24,250.050054686681,1.0,1,1.9564379975269512,1.4836121846500547,1,0.4728258128768965,0.0,23.9
Mohini Sastry,+916546922111,mohini.sastry@gmail.com,0,1,0,0,1,1,1,33,209.4513786790856,1.0,5,1.4587758274162068,1.5078165010888511,0,-0.04904067367264431,0.0,32.6
Edhitha Bains,No Number Provided,edhitha.bains@gmail.com,1,1,0,0,0,6,1,29,83.70086970524274,6.0,4,2.271472195227369,2.4192440564493616,0,-0.14777186122199248,0.0,28.7
Harrison Barman,+916412899023,harrison.barman@gmail.com,1,0,1,0,1,1,1,28,50.09310515449668,1.0,0,1.4625105806526997,0.6996008249340102,1,0.7629097557186895,0.0,28.0
Bhavani Setty,+916789911946,bhavani.setty@yahoo.com,1,1,0,0,1,1,0,29,220.1855200297689,1.0,3,0.7164604480819725,0.5781450760597541,0,0.13831537202221844,0.0,28.8
Jeet Kakar,03914543254,jeet.kakar@yahoo.com,1,1,1,0,1,1,1,28,272.1537800794748,1.0,23,3.020038658452488,3.0292756951327187,0,-0.00923703668023057,0.0,26.1
Omaja Jhaveri,+919840866213,omaja.jhaveri@yahoo.com,1,1,1,0,1,12,1,26,242.09340750398263,12.0,2,2.896090713119189,2.806799871244346,0,0.08929084187484326,0.0,25.8
Qasim Sekhon,3152496377,qasim.sekhon@hotmail.com,0,1,0,1,1,6,0,25,62.92241079350276,5.0,0,2.223131317580967,1.3380290355263602,1,0.8851022820546066,1.0,25.0
Ayaan Baria,+915820600515,ayaan.baria@yahoo.com,0,1,1,0,1,1,1,30,169.25103656268817,1.0,10,2.5331242734371826,2.3600769434608586,0,0.173047329976324,0.0,29.2
Max Sankaran,07529275571,max.sankaran@gmail.com,0,1,0,0,1,1,0,24,60.912566727927405,1.0,1,2.835538055442108,2.7652467800145133,0,0.07029127542759461,0.0,23.9
Neelima Sangha,7063940997,neelima.sangha@hotmail.com,1,1,0,0,1,1,0,27,123.2195957781072,1.0,0,2.4059435422246223,2.5318176639640253,1,-0.12587412173940304,0.0,27.0
Tara Ganesan,08899717934,tara.ganesan@yahoo.com,1,1,0,0,1,1,0,26,257.27825032737485,1.0,2,3.7422239000741415,3.7403273707998856,0,0.001896529274255876,0.0,25.8
Nisha Mukhopadhyay,5756512556,nisha.mukhopadhyay@gmail.com,1,1,1,1,1,12,0,27,265.1072385419513,10.0,5,2.14562035865787,1.9177309797257425,0,0.22788937893212768,2.0,26.6
Suhani Vaidya,+913014929376,suhani.vaidya@yahoo.com,1,1,1,0,1,12,1,29,69.97534909742677,12.0,7,3.031378078362588,2.9303239618758288,0,0.10105411648675933,0.0,28.4
Urmi Hari,+916848078221,urmi.hari@gmail.com,0,1,1,1,1,12,1,31,85.73848174763819,12.0,6,2.7545719614606194,2.665089419155533,0,0.08948254230508645,0.0,30.5
Deepa Kuruvilla,01613908493,deepa.kuruvilla@hotmail.com,1,0,1,0,1,1,0,29,6.422385227649058,1.0,1,1.9003175587481853,1.6441763619182233,1,0.25614119682996206,0.0,28.9
Baghyawati Vyas,06078321055,baghyawati.vyas@hotmail.com,1,1,1,1,1,12,1,28,360.3221300600816,12.0,4,3.2670689012926246,3.2605239324567057,0,0.0065449688359189295,0.0,27.7
Unni Virk,+918890992051,unni.virk@yahoo.com,0,1,0,0,1,1,1,29,272.2287635995464,1.0,2,1.2291897250730324,0.2826620874464241,1,0.9465276376266083,0.0,28.8
Yahvi Tiwari,+915972422398,yahvi.tiwari@gmail.com,1,1,1,1,1,1,0,32,175.69974641695518,1.0,0,1.388608874878562,1.0064242878770977,1,0.3821845870014644,0.0,32.0
Amara D’Alia,+912148813505,amara.d’alia@yahoo.com,0,1,1,0,1,1,0,25,88.42962525544813,1.0,4,2.088593642315879,2.056126982941324,0,0.032466659374555285,0.0,24.7
Patrick Prabhakar,00727332184,patrick.prabhakar@yahoo.com,0,1,1,1,1,12,0,28,320.4719933466525,8.0,2,1.282495458741917,0.5359760049303319,1,0.7465194538115851,4.0,27.8
Gabriel Kade,8568309005,gabriel.kade@hotmail.com,0,1,0,0,1,1,0,31,18.33467741051173,1.0,2,0.4671503087505493,0.569598205860352,0,-0.10244789710980273,0.0,30.8
Shivansh Patel,05562420928,shivansh.patel@hotmail.com,1,1,1,0,1,12,0,28,43.44094932384397,9.0,3,3.6406667400798063,3.720636058594738,0,-0.0799693185149315,3.0,27.8
Isaac Bakshi,1759707886,isaac.bakshi@yahoo.com,0,1,0,0,1,1,1,32,102.61637419379971,1.0,4,1.2351400353434687,1.0426580429954972,0,0.19248199234797148,0.0,31.7
Charita Minhas,05340574433,charita.minhas@yahoo.com,0,1,1,0,1,1,0,29,82.5963714730878,1.0,3,2.0466757840258567,1.9461706624674429,0,0.10050512155841385,0.0,28.8
Chasmum Handa,+917559820024,chasmum.handa@hotmail.com,0,1,0,0,1,1,1,29,202.3444835122049,1.0,2,2.5588075437515734,2.5042737240898902,0,0.054533819661683136,0.0,28.8
Odika Tiwari,No Number Provided,odika.tiwari@yahoo.com,1,1,0,0,0,1,1,31,342.1125579154743,1.0,10,1.7345026176811893,1.7882945702554656,0,-0.05379195257427627,0.0,30.2
Waida Patil,8544848914,waida.patil@yahoo.com,1,1,0,0,1,1,0,27,24.553944989375186,1.0,4,1.3905347332049178,0.9794450922095258,1,0.411089640995392,0.0,26.7
Dalaja Narang,01038820945,dalaja.narang@hotmail.com,0,1,1,1,1,12,1,32,32.30660714063879,12.0,14,2.4237991514872568,2.462410228521233,0,-0.03861107703397604,0.0,30.8
Faqid Gaba,5155622738,faqid.gaba@hotmail.com,1,1,0,0,1,1,0,26,404.786207360004,1.0,7,3.1250385316340923,3.158201540168548,0,-0.03316300853445586,0.0,25.4
Gautam Tella,08772528534,gautam.tella@hotmail.com,1,1,1,0,1,6,0,27,98.08747900238627,6.0,2,3.057608260919769,3.0339440280814856,0,0.02366423283828345,0.0,26.8
Manan Pandey,05160671625,manan.pandey@hotmail.com,0,0,0,0,1,1,0,32,59.42079881396981,1.0,1,0.0853871397654599,0.4844183282922763,1,-0.3990311885268164,0.0,31.9
Ishani Memon,5031532497,ishani.memon@yahoo.com,0,1,1,1,1,12,1,30,148.80542031488267,12.0,3,1.3912924892057594,1.5274382355958918,0,-0.13614574639013233,0.0,29.8
Arjun Parsa,No Number Provided,arjun.parsa@yahoo.com,0,1,1,1,0,12,0,23,198.5053305792081,10.0,8,0.6276171086910429,0.6128310414246689,0,0.014786067266373992,2.0,22.3
Ishanvi Bava,09652522514,ishanvi.bava@yahoo.com,1,1,0,0,1,1,1,32,23.459007986429445,1.0,0,3.0267857468501167,2.8562124013227304,0,0.17057334552738634,0.0,32.0
Yashasvi Jain,+917297698518,yashasvi.jain@hotmail.com,0,1,1,1,1,12,1,31,318.834106754099,8.0,14,3.167324540739441,3.091391909714281,0,0.07593263102516001,4.0,29.8
Arunima Dara,05186211086,arunima.dara@hotmail.com,1,1,0,0,1,6,0,22,162.446887825788,5.0,0,1.3267908681797365,0.125039227847763,1,1.2017516403319735,1.0,22.0
Jagdish Kala,7675536519,jagdish.kala@yahoo.com,0,1,0,0,1,1,1,33,273.04247233402725,1.0,5,2.3673800460913665,2.2389791935970726,0,0.1284008524942939,0.0,32.6
Atharv Bhardwaj,+914317333750,atharv.bhardwaj@gmail.com,1,1,1,1,1,12,1,32,173.9153488556863,10.0,1,1.309502186063776,1.26571094768532,0,0.043791238378456,2.0,31.9
Indira Khanna,+919605895005,indira.khanna@hotmail.com,0,1,1,0,1,1,1,29,98.96024723841973,1.0,22,0.4471168292833034,0.5670832966618,0,-0.11996646737849664,0.0,27.2
Edhitha Oza,+913105944469,edhitha.oza@yahoo.com,0,1,0,0,1,1,0,36,303.639940285414,1.0,5,2.057776053510577,2.0685895895052813,0,-0.01081353599470436,0.0,35.6
Karan Mittal,09912224944,karan.mittal@gmail.com,0,1,1,1,1,1,0,33,151.8162908172245,1.0,3,1.4823346820701109,1.4291650479649167,0,0.05316963410519415,0.0,32.8
Tripti Hora,0560014667,tripti.hora@hotmail.com,1,1,1,0,1,6,0,23,261.36063504950585,6.0,3,3.2783240058020384,3.320996470074121,0,-0.0426724642720826,0.0,22.8
Karan Yogi,02909317288,karan.yogi@hotmail.com,1,1,1,0,1,1,0,25,296.14637812936434,1.0,0,2.0708385926142143,1.0903656225663312,1,0.9804729700478831,0.0,25.0
Lakshit Ahuja,01574982623,lakshit.ahuja@hotmail.com,1,1,1,1,1,6,1,30,342.37483835227937,6.0,2,2.3382647771431344,2.3621913133736814,0,-0.02392653623054697,0.0,29.8
Rachit Goda,+913398769321,rachit.goda@gmail.com,0,1,1,1,1,1,1,29,233.53801379705024,1.0,1,2.2332533973648614,2.1290146870422344,0,0.10423871032262699,0.0,28.9
Rajeshri Malhotra,+917969735765,rajeshri.malhotra@hotmail.com,0,1,1,1,1,6,0,25,110.2317124845241,6.0,0,0.7862011179185837,0.8085605715072275,1,-0.022359453588643774,0.0,25.0
Rehaan Chawla,5680713854,rehaan.chawla@hotmail.com,0,1,1,1,1,1,1,35,32.68330832271645,1.0,3,2.7568657941135046,2.9202383921795265,0,-0.1633725980660219,0.0,34.8
Omya Nanda,05363212040,omya.nanda@yahoo.com,1,1,0,0,1,12,0,30,70.03765493162818,8.0,10,0.968884444677478,0.9593346484596834,0,0.009549796217794615,4.0,29.2
Kamala Randhawa,1986953215,kamala.randhawa@hotmail.com,1,1,0,1,1,12,0,29,38.993561688579184,10.0,9,0.0601244587849647,0.0137878683240488,0,0.0463365904609159,2.0,28.2
Garima Peri,+915757780853,garima.peri@gmail.com,1,1,1,1,1,12,0,29,110.84296759529934,10.0,2,1.4183257005754366,1.36257481837677,0,0.05575088219866653,2.0,28.8
Aarna Bhalla,+911909814648,aarna.bhalla@gmail.com,0,0,1,1,1,1,0,32,124.09675827729544,1.0,1,2.8687055499713168,2.9922093463919004,0,-0.12350379642058362,0.0,31.9
Gautami Tara,00037807916,gautami.tara@hotmail.com,0,1,0,0,1,1,1,26,1.2504126831117477,1.0,3,1.903782144951612,1.8052061891856463,0,0.09857595576596556,0.0,25.8
Devansh Jayaraman,6439472477,devansh.jayaraman@hotmail.com,1,1,1,1,1,6,1,25,217.9471036856032,5.0,6,2.081984992325878,2.19495932750472,0,-0.11297433517884192,1.0,24.5
Yash Nath,03692900262,yash.nath@yahoo.com,1,0,1,0,1,1,0,28,86.9531999151943,1.0,2,2.6629012699328847,2.5326252440647807,0,0.13027602586810394,0.0,27.8
Lekha Pai,0055910373,lekha.pai@hotmail.com,0,1,0,0,1,12,1,35,151.39247428423928,12.0,2,2.488619422420064,2.4329310101507446,0,0.05568841226931953,0.0,34.8
Dhruv Ganesh,8706290815,dhruv.ganesh@yahoo.com,1,0,0,0,1,1,0,25,138.3631408850736,1.0,2,0.5485406910007828,0.0,1,0.5485406910007828,0.0,24.8
Yadavi Gole,+913470539322,yadavi.gole@hotmail.com,0,1,1,0,1,1,1,29,115.66246675795324,1.0,1,1.4565365559919126,1.3455851861002277,1,0.11095136989168486,0.0,28.9
Yachana Chaudhary,6716217886,yachana.chaudhary@hotmail.com,0,1,0,0,1,12,0,29,231.7482401016552,8.0,1,3.1322112354139167,3.1742942195542385,0,-0.042082984140321855,4.0,28.9
Chatura Gara,9296432209,chatura.gara@yahoo.com,1,1,1,1,1,12,1,34,216.14350612220767,12.0,3,2.212150053975744,2.1648813642734965,0,0.047268689702247624,0.0,33.8
Avi Mander,09201253666,avi.mander@gmail.com,0,1,1,1,1,6,0,24,65.20237982368145,4.0,2,0.8534260460089717,0.6029947431841254,1,0.25043130282484627,2.0,23.8
Ekaja Mukherjee,+916889914346,ekaja.mukherjee@hotmail.com,0,0,1,0,1,1,0,31,220.68001255571576,1.0,7,2.5829300609405816,2.530401047600035,0,0.052529013340546715,0.0,30.4
Eesha Garde,01272111418,eesha.garde@yahoo.com,0,1,0,0,1,6,0,26,8.649808932194361,6.0,16,0.1644185629869836,0.1204634919774526,0,0.043955071009531,0.0,24.7
Ekiya Bobal,01741619609,ekiya.bobal@gmail.com,0,1,1,0,1,12,1,33,200.0715419292381,12.0,4,3.379991155825744,3.3984920439590605,0,-0.01850088813331663,0.0,32.7
Gaurav Jani,+912891232499,gaurav.jani@yahoo.com,1,1,1,1,1,1,0,33,34.45225238463675,1.0,1,0.9134695605776092,1.268163265747049,1,-0.35469370516943977,0.0,32.9
Harita Kibe,08427059640,harita.kibe@yahoo.com,0,0,0,0,1,1,0,29,133.54075054249594,1.0,2,1.922427907516532,1.5308760913577548,1,0.3915518161587772,0.0,28.8
Libni Konda,2301616895,libni.konda@yahoo.com,0,0,0,0,1,1,0,30,133.64010757248352,1.0,0,1.0238152021097358,0.6446098718764732,1,0.3792053302332625,0.0,30.0
Siya Wali,02496963326,siya.wali@hotmail.com,1,1,0,0,1,1,0,30,41.76716433900015,1.0,1,1.523789825388265,1.3923514994908894,1,0.13143832589737547,0.0,29.9
Raghav Murthy,+919540111462,raghav.murthy@hotmail.com,1,1,0,1,1,1,1,29,234.92949121547,1.0,6,1.4162968019468154,1.514682253130104,0,-0.09838545118328867,0.0,28.5
Noah Edwin,7743800463,noah.edwin@gmail.com,0,1,1,1,1,1,0,32,236.06497932875297,1.0,4,1.8609420712940463,1.7772646165283132,0,0.08367745476573307,0.0,31.7
